File Name,Attribute,Delimiter,Data Type,Related Values,Documented Data Description,Screen ID,Fld,Screen Title,PADP Label,Field Label,Validation File,PADP Table,PADP Column,Personally Identifiable Information,File Notes,,,,,
TRAUMA-CODES,3.0,,X,,Extended Description ,EMG2.S55,3,Disease/Injury,Extended Description,Extended Description,,trauma_codes,extended_description,,Reference File,,,,,
TRAUMA-CODES,4.0,,N,,Number of Groups ,EMG2.S55,4,Disease/Injury,Group,Group,,trauma_codes,group,,Reference File,,,,,
TRAUMA-CODES,5.0,,X,M,Grouping ,EMG2.S55,5,Disease/Injury,Grouping,Grouping,,trauma_codes,grouping,,Reference File,,,,,
TRIAGE,0.0,,X,,Triage Code,EMG2.S9,1,Triage,Triage,Triage,,triage,,,Reference File,,,,,
TRIAGE,1.0,,X,,Description of Triage Code ,EMG2.S9,2,Triage,Description,Description,,triage,description,,Reference File,,,,,
TRIAGE,2.0,,A,M,Date  Time  Who  Operator. ,EMG2.S9,,Triage,Filed,Filed,OPERATORS,triage,filed,,Reference File,,,,,
TRIAGE,3.0,,N,,Critical Time in minutes within which patients should be seen.,EMG2.S9,3,Triage,Critical Time,Critical Time,,triage,critical_time,,Reference File,,,,,
TRIAGE,4.0,,D,,Start Date ,EMG2.S9,4,Triage,Start Date,Start Date,,triage,start_date,,Reference File,,,,,
TRIAGE,5.0,,D,,End Date ,EMG2.S9,5,Triage,End Date,End Date,,triage,end_date,,Reference File,,,,,
TRUSTACC,0.0,,X,,Account code - Special account or Patient No.,,,,Account Code Or Patient UR,Account Code Or Patient UR,,trustacc,,,,,,,,
TRUSTACC,1.0,,N2,,Current balance,,,,Current Balance,Current Balance,,trustacc,current_balance,,,,,,,
TRUSTACC,2.0,,N2,M1,Close out balance from previous statement runs.,,,,Closing Balance From Previous Statement,Closing Balance From Previous Statement,,trustacc,closing_balance_from_previous_statement,,,,,,,
TRUSTACC,3.0,,D,M1,Close out dates.,,,,Close Out Dates,Close Out Dates,,trustacc,close_out_dates,,,,,,,
TRUSTACC,4.0,,B,,Special Account flag. If '1' then special account else patient account.,,,,Special Account flag,Special Account flag,,trustacc,special_account_flag,,,,,,,
TRUSTACC,5.0,,A,M,"Filed by Date,Time,Who,Operator",,,,Filed By,Filed By,OPERATORS,trustacc,filed_by,,,,,,,
TRUSTACC,6.0,,B,,Status 0=Incapable ; 1=Capable,,,,Status,Status,,trustacc,status,,,,,,,
TRUSTACC,7.0,,N,M2,Valuables quantity,,,,Valuables Quantity,Valuables Quantity,,trustacc,valuables_quantity,,,,,,,
TRUSTACC,8.0,,X,M2,Valuables description,,,,Valuables Description,Valuables Description,,trustacc,valuables_description,,,,,,,
TRUSTACC,9.0,,D,M2,Date recorded,,,,Date Recorded,Date Recorded,,trustacc,date_recorded,,,,,,,
TRUSTACC,10.0,,X,M2,Envelope number,,,,Envelope Number,Envelope Number,,trustacc,envelope_number,,,,,,,
TRUSTACC,11.0,,X,M3,Transaction number,,,,Transaction Number,Transaction Number,,trustacc,transaction_number,,,,,,,
TRUSTACC,12.0,,T,M1,Close out times (Time of printing),,,,Close Out Times,Close Out Times,,trustacc,close_out_times,,,,,,,
TRUSTACC,13.0,,B,,Trustee Patient Y/N 1 = Yes 0 = No,,,,Trustee Patient,Trustee Patient Y/N,,trustacc,trustee_patient,,,,,,,
TRUSTACC,14.0,,B,,Suppress Statement Y/N Suppress printing of the statement for this account 1 = Yes (Suppress); 0 = No (Don't Suppress),,,,Suppress Statement,Suppress Statement Y/N,,trustacc,suppress_statement,,,,,,,
TRUSTACC,15.0,,X,,Not used,,,,Not used,Not used,,trustacc,not_used,,,,,,,
TRUSTRANS,0.0,,X,,AUTO-NUM,,,,Auto-Num,Auto-Num,,trustrans,,,,,,,,
TRUSTRANS,1.0,,D,,Transaction date,TAC2.S1,2,Trust Transactions,Transaction Date,Transaction Date,,trustrans,transaction_date,,,,,,,
TRUSTRANS,2.0,,X,,Account code - can be a patient account or a special account.,TAC2.S1,3,Trust Transactions,Patient Or Special Account,Patient Or Special Account,SPECACC/PATIENTS,trustrans,patient_or_special_account,,,,,,,
TRUSTRANS,3.0,,X,,Transaction Code,TAC2.S1,4,Trust Transactions,Transaction Code,Transaction Code,TRANS-CODES,trustrans,transaction_code,,,,,,,
TRUSTRANS,4.0,,X,,Authorisation Code,TAC2.S1,9,Trust Transactions,Authorisation Code,Authorisation Code,AUTH-PERS,trustrans,authorisation_code,,,,,,,
TRUSTRANS,5.0,,N2,,Transaction amount,TAC2.S1,10,Trust Transactions,Transaction Amount,Transaction Amount,,trustrans,transaction_amount,,,,,,,
TRUSTRANS,6.0,,X,,Primary source document reference,TAC2.S1,11,Trust Transactions,Ref. Number,Ref. Number,,trustrans,ref_number,,,,,,,
TRUSTRANS,7.0,,X,,Comments,TAC2.S1,12,Trust Transactions,Comment,Comment,,trustrans,comment,,,,,,,
TRUSTRANS,8.0,,D,,Last statement date this transaction was included.,,,,Last Statement Date,Last Statement Date,,trustrans,last_statement_date,,,,,,,
TRUSTRANS,9.0,,X,,CREDTRANS transaction number on which this transaction was batched,,,,GL Transaction Number,GL Transaction Number,CREDTRANS,trustrans,gl_transaction_number,,,,,,,
TRUSTRANS,10.0,,A,M,"Filed by Date,Time,Who,Operator",,,,Filed,Filed,OPERATORS,trustrans,filed,,,,,,,
TRUSTRANS,11.0,,ZZZ,,Cheque number or Credit Card number NOT USED IN VERSION 2.8,TAC2.S1,6,Trust Transactions,Cheque/Card number,Cheque/Card number,,trustrans,cheque_card_number,,,ZZZ,,,,
TRUSTRANS,12.0,,X,,Bank code NOT USED IN VERSION 2.8,TAC2.S1,7,Trust Transactions,Bank code,Bank code,HOSP.BANK,trustrans,bank_code,,,,,,,
TRUSTRANS,13.0,,X,M1,Envelope number,TAC2.S73,5,Valuables Receipts,Envelope Number,Envelope Number,,trustrans,envelope_number,,,,,,,
TRUSTRANS,14.0,,X,,Source reference,TAC2.S73,7,Valuables Receipts,Source Reference,Source Reference,,trustrans,source_reference,,,,,,,
TRUSTRANS,15.0,,N,M1,Valuables quantity,TAC2.S73,8,Valuables Receipts,Valuables Qty.,Valuables Qty.,,trustrans,valuables_qty,,,,,,,
TRUSTRANS,16.0,,X,M1,Valuables description,TAC2.S73,9,Valuables Receipts,Description of Valuables,Description of Valuables,,trustrans,description_of_valuables,,,,,,,
TRUSTRANS,17.0,,D,M1,Date recorded,,,,Date Recorded,Date Recorded,,trustrans,date_recorded,,,,,,,
TRUSTRANS,18.0,,B,M1,Return flag 1=Yes ; 0=No ,TAC2.S74,5,Valuables Disbursements,Ret. Envelope,Ret. Envelope,,trustrans,ret_envelope,,,,,,,
TRUSTRANS,19.0,,B,M1,"Valuables flag 1=Yes ; 0=No 
This field may contain Inferred Nulls (refer to info tab)",TAC2.S72,9,Other Transactions,Valuables,Valuables (Y/N),,trustrans,valuables,,,,,,,
TRUSTRANS,20.0,,X,,Credit Card Type NOT USED IN VERSION 2.8,TAC2.S1,5,Trust Transactions,Credit Card Type,Credit Card Type,HOSP.CCARD,trustrans,credit_card_type,,,,,,,
TRUSTRANS,21.0,,X,,Bank Branch NOT USED IN VERSION 2.8,TAC2.S1,8,Trust Transactions,Bank Branch,Bank Branch,,trustrans,bank_branch,,,,,,,
TRUSTRANS,22.0,,X,,Screen transaction type 1=Trust Transactions; 2=Other Transactions 3=Valuables Receipts; 4=Valuables Disbursements; 5=Receipt Transactions,,,,Screen Transaction Type,Screen Transaction Type,,trustrans,screen_transaction_type,,,,,,,
TRUSTRANS,23.0,,B,,"To be picked up by Banking List 1 = use in banking list, 0 = not use in banking list Set for Pension Runs, Trust and Other Transactions.",,,,Include in Banking List,Include in Banking List,,trustrans,include_in_banking_list,,,,,,,
TRUSTRANS,24.0,,T,,Last statement time this transaction was included.,,,,Last Statement Time,Last Statement Time,,trustrans,last_statement_time,,,,,,,
TRUSTRANS,25.0,,X,,Episode Number Used to establish a firm link between transactions from Pension Application run and later reports.,,,,Episode Number,Episode Number,,trustrans,episode_number,,,,,,,
TRUSTRANS,26.0,,X,,Campus Code,,,,Campus Code,Campus Code,CAMPUS,trustrans,campus_code,,,,,,,
TRUSTRANS,27.0,,B,,Override Flag - print the comment line on statement  instead of the description. 1 - Yes - Print Comment; 0 - No - Print Description,TAC2.S72,8,Other Transactions,Overwrite,Overwrite (Y/N),,trustrans,overwrite,,,,,,,
TRUSTRANS,28.0,,X,M99,Patient Message at time of statement. Needed for reprint option,,,,Patient Message,Patient Message,,trustrans,patient_message,,,,,,,
TRUSTRANS,29.0,,X,,Point of Sale Transaction Id,,,,Point Of Sale Transaction Id,Point Of Sale Transaction Id,TAC.POS.TRANS,trustrans,point_of_sale_transaction_id,,,,,,,
TRUSTRANS,30.0,,X,,"Bank List Code Used with multi-banking functionality for recording for Trust,Other,and pension runs",,,,Bank List Code,Bank List Code,TAC.BANK.LIST.CODE,trustrans,bank_list_code,,,,,,,
TRUSTRANS,31.0,,N2,,Pension amount for accomodation payment transactions only. This has been created so the Pension Amount is not taken from Pension-Dispersal in the Deduction report.,,,,Pension amount for accommodation,Pension amount for accommodation,,trustrans,pension_amount_for_accommodation,,,,,,,
TRUSTRANS,32.0,,N2,,Cash Advance amounts for accomodation payment transactions only. This attribute has been added so the deduction report has access to an accurate cash advance.,,,,Cash Advance amounts for accommodation,Cash Advance amounts for accommodation,,trustrans,cash_advance_amounts_for_accommodation,,,,,,,
TYPES,0.0,,X,,Appointment Type Code,APP2.S2,,Appointment Type Codes,Appointment Type Code,Appointment Type Code,,types,,,Reference File,,,,,
TYPES,1.0,,A,M,Date and Time stamp  ,APP2.S2,,Appointment Type Codes,Filed,Filed,OPERATORS,types,filed,,Reference File,,,,,
TYPES,2.0,,X,,Description  ,APP2.S2,2,Appointment Type Codes,Description,Description,,types,description,,Reference File,,,,,
TYPES,3.0,,N,,Maximum number of days prior to a booking date that a booking may be made. ,APP2.S2,3,Appointment Type Codes,Number of Days Prior,Number of Days Prior,,types,number_of_days_prior,,Reference File,,,,,
TYPES,4.0,,X,S,New/Repeat Status Code  (SV as per code),APP2.S2,4,Appointment Type Codes,New/Repeat Status,New/Repeat Status,APP.NEWREPEAT.STATUS,types,new_repeat_status,,Reference File,,,,,
TYPES,5.0,,B,S,Prompt for Referral Link (Y/N)  (SV as per code),APP2.S2,5,Appointment Type Codes,Prompt for Link to Referral ,Prompt for Link to Referral (Y/N),,types,prompt_for_link_to_referral,,Reference File,,,,,
TYPES,6.0,,D,,Start Date  ,APP2.S2,7,Appointment Type Codes,Start Date,Start Date,,types,start_date,,Reference File,,,,,
TYPES,7.0,,D,,End Date  ,APP2.S2,8,Appointment Type Codes,End Date,End Date,,types,end_date,,Reference File,,,,,
TYPES,8.0,,X,,Client Present Status (Vic)  ,APP2.S2,6,Appointment Type Codes,Client Present Status,Client Present Status,APP.CPRESENT.STATUS,types,client_present_status,,Reference File,,,,,
TYPES,9.0,,X,,Not used,,,,Not used,Not used,,types,not_used,,,,,,,
UNACCEPTED-INVOICES,0.0,,X,,Creditor code:::Invoice number,,,,Record ID,Record ID,,unaccepted_invoices,,,,,,,,
UNACCEPTED-INVOICES,1.0,,A,M,Operator code,,,,Filed,Filed,,unaccepted_invoices,filed,,,,,,,
UNACCEPTED-INVOICES,2.0,,D,,Invoice Date,,,,Invoice Date,Invoice Date,,unaccepted_invoices,invoice_date,,,,,,,
UNACCEPTED-INVOICES,3.0,,D,,Date Entered,,,,Date Entered,Date Entered,,unaccepted_invoices,date_entered,,,,,,,
UNACCEPTED-INVOICES,4.0,,N2,,Invoice Total Amount,,,,Invoice Total,Invoice Total,,unaccepted_invoices,invoice_total,,,,,,,
UNACCEPTED-INVOICES,5.0,,N2,,Invoice Total Charges,,,,Total Charges,Total Charges,,unaccepted_invoices,total_charges,,,,,,,
UNACCEPTED-INVOICES,6.0,,N2,,Invoice Total Discounts,,,,Total Discounts,Total Discounts,,unaccepted_invoices,total_discounts,,,,,,,
UNACCEPTED-INVOICES,7.0,,X,,"Term of Payment: W=Weekly, M=Monthly",,,,Term of Payment,Term of Payment,,unaccepted_invoices,term_of_payment,,,,,,,
UNACCEPTED-INVOICES,8.0,,X,,Narration,,,,Narration,Narration,,unaccepted_invoices,narration,,,,,,,
UNACCEPTED-INVOICES,9.0,,X,M1,List of GRNs ,,,,GRNs,GRNs,,unaccepted_invoices,grns,,,,,,,
UNACCEPTED-INVOICES,10.0,,N,M1,Invoice Quantity,,,,Invoice Quantity,Invoice Quantity,,unaccepted_invoices,invoice_quantity,,,,,,,
UNACCEPTED-INVOICES,11.0,,N2,M1,List of Unit Price,,,,Unit Prices,Unit Prices,,unaccepted_invoices,unit_prices,,,,,,,
UNACCEPTED-INVOICES,12.0,,N2,M1,List of Unit Discounts,,,,Unit Discounts,Unit Discounts,,unaccepted_invoices,unit_discounts,,,,,,,
UNACCEPTED-INVOICES,13.0,,N2,M1,List of Unit Charge,,,,Unit Charge,Unit Charge,,unaccepted_invoices,unit_charge,,,,,,,
UNACCEPTED-INVOICES,14.0,,X,,System error message,,,,System error message,System error message,,unaccepted_invoices,system_error_message,,,,,,,
UNFAXED-ORDERS,0.0,,X,,Account Name,,,,Account Name,Account Name,,unfaxed_orders,,,,,,,,
UNFAXED-ORDERS,1.0,,X,,Multi-attribute list of order numbers,,,,Order number,Order number,,unfaxed_orders,order_number,,,,,,,
UNINV.DEL,0.0,,X,,Autonumbered,,,,Record ID,Record ID,,uninv_del,,,,,,,,
UNINV.DEL,1.0,,X,,Ledger Code,,,,Ledger Code,Ledger Code,LEDGER,uninv_del,ledger_code,,,,,,,
UNINV.DEL,2.0,,N4,,Transaction Amount,,,,Transaction Amount,Transaction Amount,,uninv_del,transaction_amount,,,,,,,
UNINV.DEL,3.0,,X,,GRN Number,,,,GRN Number,GRN Number,,uninv_del,grn_number,,,,,,,
UNINV.DEL,4.0,,X,,Purchase Order Number,,,,Purchase Order Number,Purchase Order Number,,uninv_del,purchase_order_number,,,,,,,
UNINV.DEL,5.0,,X,,Requisition Number,,,,Requisition Number,Requisition Number,,uninv_del,requisition_number,,,,,,,
UNINV.DEL,6.0,,D,,Required Date,,,,Required Date,Required Date,,uninv_del,required_date,,,,,,,
UNINV.DEL,7.0,,D,,Delivered Date,,,,Delivered Date,Delivered Date,,uninv_del,delivered_date,,,,,,,
UNINV.DEL,8.0,,X,,Year and Period assigned by IVM2.B4,,,,Year and Period assigned,Year and Period assigned,,uninv_del,year_and_period_assigned,,,,,,,
UNINV.DEL,9.0,,X,,Supplier Code used for Creditor Description when running option 2 of Uninvoiced Deliveries Report,,,,Supplier Code,Supplier Code,SUPPLIER,uninv_del,supplier_code,,,,,,,
UNIT.DOSES,0.0,,X,,Unit dose,PHS2.S71,1,DOSE UNIT CODES,Dose Unit Code,Dose Unit Code,,unit_doses,,,,,,,,
UNIT.DOSES,1.0,,X,,Description,PHS2.S71,2,DOSE UNIT CODES,Dose Unit Description,Dose Unit Description,,unit_doses,dose_unit_description,,,,,,,
UNIT.DOSES,2.0,,N,,Numerical value of the dose,PHS2.S71,3,DOSE UNIT CODES,Number per Day,Number per Day,,unit_doses,number_per_day,,,,,,,
UNIT.DOSES,3.0,,X,M1,Masculine Dose description\Feminine Dose description (French),PHS2.S181,2,DOSE UNIT CODES,M/F Unit Dose - French,M/F Unit Dose - French,,unit_doses,m_f_unit_dose_french,,,,,,,
UNIT.DOSES,4.0,,X,M2,As for attribute 3 but in German,PHS2.S182,2,DOSE UNIT CODES,M/F/N Unit Dose - German,M/F/N Unit Dose - German,,unit_doses,m_f_n_unit_dose_german,,,,,,,
UNIT.DOSES,5.0,,X,M3,As for attribute 3 but in Italian,PHS2.S183,2,DOSE UNIT CODES,M/F Unit Dose - Italian,M/F Unit Dose - Italian,,unit_doses,m_f_unit_dose_italian,,,,,,,
UNIT.DOSES,6.0,,X,M4,As for attribute 3 but in Portugese,PHS2.S185,2,DOSE UNIT CODES,M/F Unit Dose - Portugese,M/F Unit Dose - Portugese,,unit_doses,m_f_unit_dose_portugese,,,,,,,
UNIT.DOSES,7.0,,X,M5,As for attribute 3 in Yugoslavian,PHS2.S186,2,DOSE UNIT CODES,M/F Unit Dose - Yugoslavian,M/F Unit Dose - Yugoslavian,,unit_doses,m_f_unit_dose_yugoslavian,,,,,,,
UNIT.DOSES,8.0,,X,M6,As for attribute 3 but in Malaysian,PHS2.S184,2,DOSE UNIT CODES,M/F Unit Dose - Malaysian,M/F Unit Dose - Malaysian,,unit_doses,m_f_unit_dose_malaysian,,,,,,,
UNIT.DOSES,9.0,,X,M7,As for attribute 3 but in ??,PHS2.S188,2,DOSE UNIT CODES,M/F Unit Dose -UNK,M/F Unit Dose - ??,,unit_doses,m_f_unit_dose_unk,,,,,,,
UNIT.DOSES,10.0,,X,,,,,,,,,unit_doses,attribute10,,,,,,,
UNIT.DOSES,11.0,,X,,,,,,,,,unit_doses,attribute11,,,,,,,
UNIT.DOSES,12.0,,X,,,,,,,,,unit_doses,attribute12,,,,,,,
UNIT.DOSES,13.0,,X,,,,,,,,,unit_doses,attribute13,,,,,,,
UNIT.DOSES,14.0,,X,,,,,,,,,unit_doses,attribute14,,,,,,,
UNIT.DOSES,15.0,,A,M,Date Stamp,,,DOSE UNIT CODES,Filed,Filed,OPERATORS,unit_doses,filed,,,,,,,
UNITS,0.0,,X,,Unit codes (Specialties),HOSP2.S10,1,Unit Codes,Unit Code,Unit Code,,units,,,Reference File,,,,,
UNITS,1.0,,X,,Description ,HOSP2.S10,2,Unit Codes,Description,Description,,units,description,,Reference File,,,,,
UNITS,2.0,,X,,NOT USED,,,,Not Used,Not Used,,units,not_used2,,Reference File,,,,,
UNITS,3.0,,N,,Total Number of Beds in Unit ,HOSP2.S10,,Unit Codes,Total Number Of Beds In Unit,Total Number Of Beds In Unit,,units,total_number_of_beds_in_unit,,Reference File,,,,,
UNITS,4.0,,X,,Head of the doctor in Unit ,HOSP2.S10,8,Unit Codes,Head of Unit,Head of Unit,DOCTORS,units,head_of_unit,,Reference File,,,,,
UNITS,5.0,,X,M,Wards belonging to the Unit ,HOSP2.S10,12,Unit Codes,Ward Code,Ward Code,WARDS,units,ward_code,,Reference File,,,,,
UNITS,6.0,,N,M,Number of Beds associated with the given Ward ,HOSP2.S10,13,Unit Codes,Beds in Ward,Beds in Ward,,units,beds_in_ward,,Reference File,,,,,
UNITS,7.0,,X,,NOT USED,,,,Not Used,Not Used,,units,not_used7,,Reference File,,,,,
UNITS,8.0,,X,,Discipline code ,HOSP2.S10,3,Unit Codes,Discipline,Discipline,DISCIPLINES,units,discipline,,Reference File,,,,,
UNITS,9.0,,D,M,Date associated with the change in number of beds allocated to Unit,,,,Beds Allocation Change Date,Beds Allocation Change Date,,units,beds_allocation_change_date,,Reference File,,,,,
UNITS,10.0,,X,M,Current Inpatients in Unit ,ADM2.S387,,Patient Admissions,Inpatients in Unit,Inpatients in Unit,ADMISSIONS,units,inpatients_in_unit,,Reference File,,,,,
UNITS,11.0,,A,M,Date Time Who Operator ,,,,Filed,Filed,OPERATORS,units,filed,,Reference File,,,,,
UNITS,12.0,,N,M,Approved number of beds for Unit (First MV is current),HOSP2.S10,7,Unit Codes,Approved Beds,Approved Beds,,units,approved_beds,,Reference File,,,,,
UNITS,13.0,,X,,Abbreviation of Unit Description ,,,,Abbreviation Of Unit Description,Abbreviation Of Unit Description,,units,abbreviation_of_unit_description,,Reference File,,,,,
UNITS,14.0,,X,,HCS Code Used by Medical Records to Generate HCS data,,,,HCS Code,HCS Code,,units,hcs_code,,Reference File,,,,,
UNITS,15.0,,X,,Cost Centre ,,,,Cost Centre,Cost Centre,COST-CENTRE,units,cost_centre,,Reference File,,,,,
UNITS,16.0,,X,M,Doctors involved in Unit ,HOSP2.S10,10,Unit Codes,Doctor Code,Doctor Code,DOCTORS,units,doctor_code,,Reference File,,,,,
UNITS,17.0,,D,,Start date ,HOSP2.S10,14,Unit Codes,Start Date,Start Date,,units,start_date,,Reference File,,,,,
UNITS,18.0,,D,,End date ,HOSP2.S10,15,Unit Codes,End Date,End Date,,units,end_date,,Reference File,,,,,
UNITS,19.0,,B,,Mental Health unit flag QLD and SA specific,HOSP2.S10,4,Unit Codes,Mental Health Unit,Mental Health Unit,,units,mental_health_unit,,Reference File,,,,,
UNITS,20.0,,B,,Paediatric flag ,HOSP2.S10,6,Unit Codes,Paediatric Unit,Paediatric Unit,,units,paediatric_unit,,Reference File,,,,,
UNITS,21.0,,B,,Mental Health Flag ,,,,Mental Health Flag,Mental Health Flag,,units,mental_health_flag,,Reference File,,,,,
UNITS,22.0,,B,,Surgical Unit ,HOSP2.S10,5,Unit Codes,Surgical Unit,Surgical Unit,,units,surgical_unit,,Reference File,,,,,
UNITS,23.0,,B,,Palliative Unit (1/0) ,,,,Palliative Unit,Palliative Unit (1/0),,units,palliative_unit,,Reference File,,,,,
UNITS,24.0,,A,M,Operator date/time stamp HVI2.S107 (Vic) ,,,,Filed (Vic),Filed (Vic),,units,filed_vic,,Reference File,,,,,
UNITS,25.0,,X,,PRS/2 Unit Code (Vic) ,,,,Prs/2 Unit Code (Vic),Prs/2 Unit Code (Vic),HVI.UNITS,units,prs_2_unit_code_vic,,Reference File,,,,,
UNMATCHED-INVOICES,0.0,,X,,Creditor Code:Invoice Number,,,,Record ID,Record ID,,unmatched_invoices,,,,,,,,
UNMATCHED-INVOICES,1.0,,N,,Null if unmatched Batch Number if previously rejected,,,,Batch Number,Batch Number,,unmatched_invoices,batch_number,,,,,,,
UNMATCHED-INVOICES,2.0,,D,,Invoice Date,,,,Invoice Date,Invoice Date,,unmatched_invoices,invoice_date,,,,,,,
UNMATCHED-INVOICES,3.0,,X,,NOT USED,,,,NOT USED,NOT USED,,unmatched_invoices,not_used3,,,,,,,
UNMATCHED-INVOICES,4.0,,X,M2,LEDGER IDS,,,,Ledger Code,Ledger Code,LEDGER,unmatched_invoices,ledger_code,,,,,,,
UNMATCHED-INVOICES,5.0,,X,,NOT USED,,,,NOT USED,NOT USED,,unmatched_invoices,not_used5,,,,,,,
UNMATCHED-INVOICES,6.0,,X,,NOT USED,,,,NOT USED,NOT USED,,unmatched_invoices,not_used6,,,,,,,
UNMATCHED-INVOICES,7.0,,X,,"Terms of Payment: (D)aily, (W)eekly, (M)onthly (Development reserved - due date)",,,,Terms of Payment,Terms of Payment,,unmatched_invoices,terms_of_payment,,,,,,,
UNMATCHED-INVOICES,8.0,,N2,,Discount Value,,,,Discount Value,Discount Value,,unmatched_invoices,discount_value,,,,,,,
UNMATCHED-INVOICES,9.0,,X,,Narration,,,,Narration,Narration,,unmatched_invoices,narration,,,,,,,
UNMATCHED-INVOICES,10.0,,X,,NOT USED,,,,NOT USED,NOT USED,,unmatched_invoices,not_used10,,,,,,,
UNMATCHED-INVOICES,11.0,,X,,NOT USED,,,,NOT USED,NOT USED,,unmatched_invoices,not_used11,,,,,,,
UNMATCHED-INVOICES,12.0,,X,,NOT USED,,,,NOT USED,NOT USED,,unmatched_invoices,not_used12,,,,,,,
UNMATCHED-INVOICES,13.0,,X,,Job Number,,,,Job Number,Job Number,JOB,unmatched_invoices,job_number,,,,,,,
UNMATCHED-INVOICES,14.0,,D,,Invoice Entry Date (Invoice Matching),,,,Invoice Entry Date,Invoice Entry Date,,unmatched_invoices,invoice_entry_date,,,,,,,
UNMATCHED-INVOICES,15.0,,N2,,Invoice total freight charges. (Invoice Matching),,,,Invoice total freight,Invoice total freight,,unmatched_invoices,invoice_total_freight,,,,,,,
UNMATCHED-INVOICES,16.0,,N2,,Invoice Total Amount (Invoice Matching),,,,Invoice Total Amount,Invoice Total Amount,,unmatched_invoices,invoice_total_amount,,,,,,,
UNMATCHED-INVOICES,17.0,,X,M2,Goods Received Note,,,,Goods Received Note,Goods Received Note,,unmatched_invoices,goods_received_note,,,,,,,
UNMATCHED-INVOICES,18.0,,N,M2,Quantity received per invoice,,,,Quantity received,Quantity received,,unmatched_invoices,quantity_received,,,,,,,
UNMATCHED-INVOICES,19.0,,N4,M2,Unit Price as per invoice,,,,Unit Price,Unit Price,,unmatched_invoices,unit_price,,,,,,,
UNMATCHED-INVOICES,20.0,,N4,M2,Unit discount as per invoice,,,,Unit discount,Unit discount,,unmatched_invoices,unit_discount,,,,,,,
UNMATCHED-INVOICES,21.0,,N4,M2,Unit freight as per invoice,,,,Unit freight,Unit freight,,unmatched_invoices,unit_freight,,,,,,,
UNMATCHED-INVOICES,22.0,,X,,Rejection reason (null if not rejected),,,,Rejection reason,Rejection reason,,unmatched_invoices,rejection_reason,,,,,,,
UNMATCHED-INVOICES,23.0,,N,,Contains the vat rate,,,,Contains the vat rate,Contains the vat rate,,unmatched_invoices,contains_the_vat_rate,,,,,,,
UNMATCHED-INVOICES,24.0,,X,,NOT USED,,,,NOT USED,NOT USED,,unmatched_invoices,not_used24,,,,,,,
UNMATCHED-INVOICES,25.0,,X,,NOT USED,,,,NOT USED,NOT USED,,unmatched_invoices,not_used25,,,,,,,
UNMATCHED-INVOICES,26.0,,X,,NOT USED,,,,NOT USED,NOT USED,,unmatched_invoices,not_used26,,,,,,,
UNMATCHED-INVOICES,27.0,,X,,NOT USED,,,,NOT USED,NOT USED,,unmatched_invoices,not_used27,,,,,,,
UNMATCHED-INVOICES,28.0,,A,M1,DATE STAMP,,,,Filed,Filed,OPERATORS,unmatched_invoices,filed,,,,,,,
UNMATCHED-INVOICES,29.0,,X,,NOT USED,,,,NOT USED,NOT USED,,unmatched_invoices,not_used29,,,,,,,
UNMATCHED-INVOICES,30.0,,X,,NOT USED,,,,NOT USED,NOT USED,,unmatched_invoices,not_used30,,,,,,,
UNMATCHED-INVOICES,31.0,,X,,NOT USED,,,,NOT USED,NOT USED,,unmatched_invoices,not_used31,,,,,,,
UNMATCHED-INVOICES,32.0,,X,,NOT USED,,,,NOT USED,NOT USED,,unmatched_invoices,not_used32,,,,,,,
UNMATCHED-INVOICES,33.0,,X,,NOT USED,,,,NOT USED,NOT USED,,unmatched_invoices,not_used33,,,,,,,
UNMATCHED-INVOICES,34.0,,X,,NOT USED,,,,NOT USED,NOT USED,,unmatched_invoices,not_used34,,,,,,,
UNMATCHED-INVOICES,35.0,,X,,NOT USED,,,,NOT USED,NOT USED,,unmatched_invoices,not_used35,,,,,,,
UNMATCHED-INVOICES,36.0,,X,,NOT USED,,,,NOT USED,NOT USED,,unmatched_invoices,not_used36,,,,,,,
UNMATCHED-INVOICES,37.0,,X,M2,TAX CODES,,,,Tax Codes,Tax Codes,GST.RATES,unmatched_invoices,tax_codes,,,,,,,
UNMATCHED-INVOICES,38.0,,N4,M2,GST AMOUNTS,,,,GST,GST,,unmatched_invoices,gst,,,,,,,
UNMATCHED-INVOICES,39.0,,X,,NOT USED,,,,NOT USED,NOT USED,,unmatched_invoices,not_used39,,,,,,,
UNMATCHED-INVOICES,40.0,,X,,NOT USED,,,,NOT USED,NOT USED,,unmatched_invoices,not_used40,,,,,,,
UNMATCHED-INVOICES,41.0,,X,,DEFAULT TAX CODE,,,,Default Tax Code,Default Tax Code,GST.RATES,unmatched_invoices,default_tax_code,,,,,,,
UNMATCHED-INVOICES,42.0,,X,,NOT USED,,,,NOT USED,NOT USED,,unmatched_invoices,not_used42,,,,,,,
UNMATCHED-INVOICES,43.0,,X,,NOT USED,,,,NOT USED,NOT USED,,unmatched_invoices,not_used43,,,,,,,
UNMATCHED-INVOICES,44.0,,X,,NOT USED,,,,NOT USED,NOT USED,,unmatched_invoices,not_used44,,,,,,,
UNMATCHED-INVOICES,45.0,,X,M2,"FREIGHT TAX-CODES identifies the tax-codes used to calculate GST on freight (if Null, refer to attribute-37)",,,,Freight Tax Code,Freight Tax Code,GST.RATES,unmatched_invoices,freight_tax_code,,,,,,,
